"t / s";"CH1 / V"
0,02225;7,47475
0,0223;7,47475
0,02235;7,47273
0,0224;7,47071
0,02245;7,47071
0,0225;7,46869
0,02255;7,47475
0,0226;7,46869
0,02265;7,47475
0,0227;7,47475
0,02275;7,47475
0,0228;7,47677
0,02285;7,46869
0,0229;7,47071
0,02295;7,46869
0,023;7,47071
0,02305;7,47071
0,0231;7,47273
0,02315;7,47475
0,0232;7,47475
0,02325;7,47273
0,0233;7,47273
0,02335;7,47677
0,0234;7,47273
0,02345;7,47677
0,0235;7,47273
0,02355;7,47273
0,0236;7,47475
0,02365;7,47273
0,0237;7,47475
0,02375;7,47475
0,0238;7,46869
0,02385;7,46869
0,0239;7,47475
0,02395;7,47475
0,024;7,46465
0,02405;7,46869
0,0241;7,47273
0,02415;7,47273
0,0242;7,47475
0,02425;7,47273
0,0243;7,47475
0,02435;7,47475
0,0244;7,47071
0,02445;7,47475
0,0245;7,47273
0,02455;7,47071
0,0246;7,47475
0,02465;7,47475
0,0247;7,47071
0,02475;7,47071
0,0248;7,47677
0,02485;7,47475
0,0249;7,47475
0,02495;7,47273
0,025;7,47475
0,02505;7,47273
0,0251;7,46869
0,02515;7,47677
0,0252;7,47273
0,02525;7,47677
0,0253;7,47677
0,02535;7,47071
0,0254;7,47071
0,02545;7,47677
0,0255;7,47475
0,02555;7,47475
0,0256;7,47071
0,02565;7,46667
0,0257;7,47879
0,02575;7,47475
0,0258;7,47475
0,02585;7,47475
0,0259;7,47475
0,02595;7,47475
0,026;7,47273
0,02605;7,47273
0,0261;7,46869
0,02615;7,47475
0,0262;7,47475
0,02625;7,47273
0,0263;7,47475
0,02635;7,47475
0,0264;7,47273
0,02645;7,47475
0,0265;7,47273
0,02655;7,47273
0,0266;7,47879
0,02665;7,47273
0,0267;7,47273
0,02675;7,47677
0,0268;7,47475
0,02685;7,47273
0,0269;7,47071
0,02695;7,47273
0,027;7,47273
0,02705;7,47475
0,0271;7,47475
0,02715;7,47475
0,0272;7,47475
0,02725;7,47879
0,0273;7,47273
0,02735;7,47071
0,0274;7,47273
0,02745;7,47475
0,0275;7,47475
0,02755;7,47273
0,0276;7,47677
0,02765;7,47071
0,0277;7,46869
0,02775;7,47475
0,0278;7,47475
0,02785;7,47475
0,0279;7,47677
0,02795;7,47273
0,028;7,47475
0,02805;7,47273
0,0281;7,47475
0,02815;7,47475
0,0282;7,47475
0,02825;7,47475
0,0283;7,47475
0,02835;7,47273
0,0284;7,47273
0,02845;7,47677
0,0285;7,47677
0,02855;7,47475
0,0286;7,47475
0,02865;7,47475
0,0287;7,47475
0,02875;7,47273
0,0288;7,47475
0,02885;7,47475
0,0289;7,47475
0,02895;7,47475
0,029;7,47475
0,02905;7,47677
0,0291;7,47677
0,02915;7,47475
0,0292;7,47273
0,02925;7,47273
0,0293;7,47273
0,02935;7,47475
0,0294;7,46869
0,02945;7,47475
0,0295;7,47273
0,02955;7,47475
0,0296;7,47475
0,02965;7,47475
0,0297;7,47677
0,02975;7,47677
0,0298;7,47071
0,02985;7,47475
0,0299;7,47475
0,02995;7,47071
0,03;7,47273
0,03005;7,47273
0,0301;7,47071
0,03015;7,47475
0,0302;7,47475
0,03025;7,47677
0,0303;7,47475
0,03035;7,47273
0,0304;7,47677
0,03045;7,47475
0,0305;7,47475
0,03055;7,47273
0,0306;7,47475
0,03065;7,47475
0,0307;7,47273
0,03075;7,47475
0,0308;7,47273
0,03085;7,47273
0,0309;7,47273
0,03095;7,47475
0,031;7,47273
0,03105;7,47273
0,0311;7,47475
0,03115;7,47475
0,0312;7,48081
0,03125;7,47273
0,0313;7,47273
0,03135;7,47475
0,0314;7,47273
0,03145;7,47273
0,0315;7,47475
0,03155;7,47475
0,0316;7,47475
0,03165;7,47273
0,0317;7,47273
0,03175;7,47273
0,0318;7,47475
0,03185;7,47273
0,0319;7,47273
0,03195;7,47273
0,032;7,47475
0,03205;7,47475
0,0321;7,47475
0,03215;7,47475
0,0322;7,47475
0,03225;7,47273
0,0323;7,47273
0,03235;7,47273
0,0324;7,47677
0,03245;7,47475
0,0325;7,47879
0,03255;7,47071
0,0326;7,47273
0,03265;7,47071
0,0327;7,47475
0,03275;7,47475
0,0328;7,47475
0,03285;7,47475
0,0329;7,47475
0,03295;7,47273
0,033;7,47475
0,03305;7,47071
0,0331;7,47071
0,03315;7,47273
0,0332;7,47273
0,03325;7,47475
0,0333;7,47475
0,03335;7,47677
0,0334;7,47273
0,03345;7,47879
0,0335;7,47475
0,03355;7,47677
0,0336;7,47273
0,03365;7,47273
0,0337;7,47273
0,03375;7,47879
0,0338;7,47475
0,03385;7,47273
0,0339;7,47475
0,03395;7,47677
0,034;7,48081
0,03405;7,47475
0,0341;7,47475
0,03415;7,47475
0,0342;7,47475
0,03425;7,47071
0,0343;7,47273
0,03435;7,47273
0,0344;7,46869
0,03445;7,47273
0,0345;7,47273
0,03455;7,47475
0,0346;7,47071
0,03465;7,47677
0,0347;7,47677
0,03475;7,47071
